,Title,Rank,Type,Episodes,Aired,Score
11626,Glass no Kantai: La Legende du Vent de l'Univers,6222,TV,24,Apr 2006 - Sep 2006,6.53
11627,Time Bokan Series: Zenderman,9437,TV,52,Feb 1979 - Jan 1980,5.87
11628,Kouryuu Densetsu Villgust PV,10916,Special,1,Jun 1990 - Jun 1990,5.47
11629,Fuuma no Kojirou: Fuuma Hanran-hen,7691,OVA,1,Nov 1991 - Nov 1991,6.25
11630,Saiki Kusuo no Ψ-nan Manner Movie,6579,Movie,1,2016 - 2016,6.47
11631,Kannagi: Moshimo Kannagi ga Attara...,3782,Special,1,May 2009 - May 2009,7.05
11632,Uchuu Ace,9897,TV,52,May 1965 - Apr 1966,5.76
11633,X-Men,7288,TV,12,Apr 2011 - Jun 2011,6.32
11634,Vegeta Super Yasaijin ni Narou-hen,11522,Special,1,May 2015 - May 2015,5.26
11635,Dance in the Vampire Bund,4061,TV,12,Jan 2010 - Apr 2010,6.99
11636,Pokemon (2019),1470,TV,136,Nov 2019 - Dec 2022,7.57
11637,Elf wo Karu Mono-tachi,4034,TV,12,Oct 1996 - Dec 1996,7
11638,Cobra The Animation: The Psycho-Gun,4729,OVA,4,Aug 2008 - Feb 2009,6.83
11639,Angel's Feather,11079,OVA,2,Apr 2006 - May 2006,5.42
11640,W: Wish Omake,11653,Special,4,Feb 2005 - Aug 2005,5.2
11641,Angel Beats!,510,TV,13,Apr 2010 - Jun 2010,8.06
11642,Aoki Ryuusei SPT Layzner,4202,TV,38,Oct 1985 - Jun 1986,6.95
11643,Chuubyou Gekihatsu Boy,5074,TV,11,Oct 2019 - Dec 2019,6.76
11644,Kaitou Joker 4th Season,2565,TV,13,Oct 2016 - Dec 2016,7.3
11645,Future GPX Cyber Formula,1969,TV,37,Mar 1991 - Dec 1991,7.43
11646,Ie Naki Ko Remy Specials,2146,Special,3,Jun 1997 - Jun 1997,7.39
11647,Shaman King (2021),4477,TV,52,Apr 2021 - Apr 2022,6.89
11648,Enen no Shouboutai Mini Anime,8646,ONA,30,Jan 2021 - Jul 2021,6.05
11649,Uchuu Taitei God Sigma,4320,TV,50,Mar 1980 - Feb 1981,6.92
11650,Gunjou no Magmell,8411,TV,13,Apr 2019 - Jun 2019,6.1
11651,Doraemon (2005) Specials,6145,Special,?,Apr 2005 -,6.54
11652,Onigiri,11360,TV,13,Apr 2016 - Jun 2016,5.33
11653,Utawarerumono,1353,TV,26,Apr 2006 - Sep 2006,7.62
11654,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,3958,TV,12,Oct 2003 - Dec 2003,7.01
11655,Shounen to Sakura,10738,Movie,1,Jul 1983 - Jul 1983,5.53
11656,Natsume Yuujinchou Movie: Utsusemi ni Musubu,164,Movie,1,Sep 2018 - Sep 2018,8.41
11657,Kishin Douji Zenki Gaiden: Anki Kitan,7048,OVA,1,Mar 1997 - Mar 1997,6.37
11658,Saint Seiya: Gold Saints Data File,9149,Special,3,Dec 2006 - Feb 2007,5.94
11659,Chimimo,4652,TV,12,Jul 2022 - Sep 2022,6.85
11660,Cinderella Girls Gekijou: Extra Stage,8124,ONA,48,Mar 2020 - Apr 2021,6.15
11661,Ro-Kyu-Bu!,5038,TV,12,Jul 2011 - Sep 2011,6.77
11662,Kuiba II: Dazhan Yuan Yang Jie,7631,Movie,1,May 2013 - May 2013,6.26
11663,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,994,Movie,1,Aug 2015 - Aug 2015,7.76
11664,Hello Kitty no Yappari Mama ga Suki,9531,OVA,1,Aug 1992 - Aug 1992,5.85
11665,Koe no Katachi,16,Movie,1,Sep 2016 - Sep 2016,8.94
11666,Ajin Part 2,1433,TV,13,Oct 2016 - Dec 2016,7.58
11667,Sora no Otoshimono,2770,TV,13,Oct 2009 - Dec 2009,7.26
11668,Yume ga Shagandeiru,11524,Movie,4,2008 - 2008,5.26
11669,Meiji x Kokosake & anohana Receipt Oubo Campaign,10175,Special,2,Jun 2015 - Jul 2015,5.68
11670,Code Geass: Hangyaku no Lelouch Picture Drama,4329,Special,9,Jan 2007 - Sep 2007,6.92
11671,Bamboo Bears,9870,TV,52,Apr 1997 - Mar 1998,5.76
11672,Danball Senki Wars: All Star Battle,7548,Special,1,Feb 2014 - Feb 2014,6.28
11673,Such a Good Place to Die,10785,Movie,1,Mar 2015 - Mar 2015,5.52
11674,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,5176,Movie,1,Jul 2003 - Jul 2003,6.74
11675,Green Dakara x Mirai no Mirai,11606,ONA,2,Jul 2018 - Jul 2018,5.23
11676,UFO Princess Valkyrie,4994,TV,12,Jul 2002 - Sep 2002,6.77
11677,MM!,3840,TV,12,Oct 2010 - Dec 2010,7.04
11678,Ame-iro Cocoa in Hawaii,12366,TV,12,Oct 2016 - Dec 2016,4.73
11679,Cyborg 009: The Cyborg Soldier - Kami no Ubugoe,7410,Special,1,Aug 2003 - Aug 2003,6.3
11680,Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,9136,Movie,1,Jul 1975 - Jul 1975,5.94
11681,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,3042,TV,12,Jan 2023 - Apr 2023,7.2
11682,Feng Yun Jue,7223,Movie,1,Jul 2008 - Jul 2008,6.34
11683,Dr. Slump Movie 10: Arale no Bikkuriman,8918,Movie,1,Mar 1999 - Mar 1999,5.99
11684,Hibike! Euphonium 2 Specials,5107,Special,7,Dec 2016 - Jun 2017,6.75
11685,Akagami no Shirayuki-hime,998,TV,12,Jul 2015 - Sep 2015,7.76
11686,Wild Arms: Twilight Venom,5506,TV,22,Oct 1999 - Mar 2000,6.67
11687,Watanuki-san Chi no,9664,TV,12,Apr 2019 - Jul 2019,5.82
11688,Kyouryuu Shoujo Gauko,7760,ONA,20,Nov 2019 - Nov 2019,6.23
11689,Grim,10661,Movie,1,1985 - 1985,5.55
11690,Honoo no Mirage: Minagiwa no Hangyakusha,4826,OVA,3,Jul 2004 - Nov 2004,6.81
11691,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,5342,Special,1,Jun 1992 - Jun 1992,6.7
11692,Macross Δ Movie: Gekijou no Walküre,5028,Movie,1,Feb 2018 - Feb 2018,6.77
11693,Hagure Yuusha no Aesthetica,5158,TV,12,Jul 2012 - Sep 2012,6.74
11694,Stars*Collection!,5484,ONA,61,Jan 2022 - Mar 2023,6.68
11695,Jetter Mars,7560,TV,27,Feb 1977 - Sep 1977,6.28
11696,"Lupin III: Episode 0 ""First Contact""",1513,Special,1,Jul 2002 - Jul 2002,7.56
11697,Lime-iro Senkitan: Nankoku Yume Roman,8376,OVA,2,Apr 2004 - Jun 2004,6.1
11698,Monster Strike The Animation,5778,ONA,63,Jul 2018 - Dec 2019,6.62
11699,Namu Amida Butsu! Rendai Utena,8602,TV,12,Apr 2019 - Jun 2019,6.06
11700,Ushio to Tora (TV),1479,TV,26,Jul 2015 - Dec 2015,7.57
11701,Mianhada Saranghanda,9944,Movie,1,Jun 2008 - Jun 2008,5.74
11702,Orange,1344,TV,13,Jul 2016 - Sep 2016,7.62
11703,Karneval,4002,OVA,1,Oct 2012 - Oct 2012,7
11704,Kekkou Kamen,10604,OVA,4,Aug 1991 - Mar 1992,5.57
11705,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,722,Special,1,Mar 2022 - Mar 2022,7.9
11706,Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,7231,Special,1,Jul 2021 - Jul 2021,6.34
11707,Oniisama e...,838,TV,39,Jul 1991 - May 1992,7.84
11708,Yu☆Gi☆Oh! Go Rush!!,10136,TV,?,Apr 2022 -,5.69
11709,Babyshiba,11302,Special,7,2011 - Feb 2020,5.35
11710,Boogiepop and Others: Promotional Trailer,7824,ONA,1,Sep 2018 - Sep 2018,6.21
11711,Ken En Ken: Aoki Kagayaki,8800,TV,13,Oct 2018 - Dec 2018,6.01
11712,Taishou Yakyuu Musume.,2182,TV,12,Jul 2009 - Sep 2009,7.38
11713,Komachi to Dangorou,11938,ONA,4,Nov 2012 - Oct 2015,5.06
11714,Mahou Shoujo Pretty Sammy (1996),4764,TV,26,Oct 1996 - Mar 1997,6.82
11715,Gun x Sword,2742,TV,26,Jul 2005 - Dec 2005,7.26
11716,Mangchi,9348,Movie,1,Aug 2004 - Aug 2004,5.89
11717,Fujilog,11040,TV,13,Apr 2011 - Jun 2011,5.43
11718,Garo: Guren no Tsuki Special,8194,Special,1,Jul 2016 - Jul 2016,6.14
11719,Metal Fight Beyblade,4556,TV,51,Apr 2009 - Mar 2010,6.87
11720,Henna Omamesan,12623,Special,1,2014 - 2014,4.36
11721,Yume-iro Pâtissière SP Professional,1431,TV,13,Oct 2010 - Dec 2010,7.58
11722,Yoshino no Hime,10440,ONA,1,2005 - 2005,5.62
11723,Upotte!!,6674,ONA,10,Apr 2012 - Jun 2012,6.45
11724,Oscar's Oasis,6810,TV,78,Feb 2011 - Jun 2011,6.42
11725,Juusen Battle Monsuno,6799,TV,52,Oct 2012 - Sep 2013,6.42
11726,Hoka Hoka Kazoku,10044,TV,1428,Oct 1976 - Mar 1982,5.72
11727,Nichijou: Original Jikai Yokoku,4007,Special,25,Jun 2011 - Jun 2012,7
11728,Chance Triangle Session,6764,TV,13,May 2001 - Aug 2001,6.43
11729,Sola Specials,4364,Special,2,Sep 2007 - Oct 2007,6.92
11730,One Punch Man 2nd Season Specials,2122,Special,6,Oct 2019 - Mar 2020,7.39
11731,Mahou no Stage Fancy Lala,3148,TV,26,Apr 1998 - Sep 1998,7.18
11732,Bear Bear Bear Kuma! Kumadam-hen,10796,Special,3,Jan 2021 - Mar 2021,5.51
11733,Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou,9451,Special,1,Jul 2021 - Jul 2021,5.87
11734,Kansatsu! Pokemon Zukan,11096,ONA,2,Oct 2020 - Dec 2020,5.42
11735,Escha Chron,7105,ONA,2,Nov 2017 - Nov 2017,6.36
11736,Chuan Shu Zijiu Zhinan,1031,ONA,10,Sep 2020 - Oct 2020,7.75
11737,Chibikko Remi to Meiken Kapi,9873,Movie,1,Mar 1970 - Mar 1970,5.76
11738,A Log Day of Timbre,12568,ONA,1,Feb 2011 - Feb 2011,4.48
11739,Yuukai Anna,12508,Movie,1,Jul 2018 - Jul 2018,4.58
11740,Pokemon Movie 12: Arceus Choukoku no Jikuu e,3945,Movie,1,Jul 2009 - Jul 2009,7.02
11741,Obey Me!,3153,ONA,12,Jul 2021 - Dec 2021,7.18
11742,Kakegurui Twin,2901,ONA,6,Aug 2022 - Aug 2022,7.23
11743,Final Fantasy: The Spirits Within,7393,Movie,1,Jul 2001 - Jul 2001,6.31
11744,Aruhi no Clamp Gakuen Tanteidan,9044,Special,13,Apr 2005 - Apr 2005,5.96
11745,Gambo,6220,Movie,1,Jul 2013 - Jul 2013,6.53
11746,Digimon Adventure Movie,1406,Movie,1,Mar 1999 - Mar 1999,7.59
11747,Manga Sekai Mukashibanashi,4075,TV,127,Oct 1976 - Mar 1979,6.99
11748,Lupin III: Alcatraz Connection,3861,Special,1,Aug 2001 - Aug 2001,7.03
11749,High & Low: G-Sword,12398,TV,5,Mar 2017 - Mar 2017,4.7
11750,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,3959,OVA,6,May 2005 - Oct 2005,7.01
11751,Doraemon: Obaachan no Omoide,2857,Movie,1,Mar 2000 - Mar 2000,7.24
11752,Vampire Hunter D,3961,Movie,1,Dec 1985 - Dec 1985,7.01
11753,Yasashii Akuma,9909,ONA,1,Dec 2018 - Dec 2018,5.75
11754,Inferno Cop,2898,ONA,13,Dec 2012 - Mar 2013,7.23
11755,Kyochuu Rettou,12607,OVA,1,Jun 2019 - Jun 2019,4.39
11756,Valkyrie Drive: Mermaid Specials,8170,Special,6,Dec 2015 - May 2016,6.14
11757,Okashina Hotel,11859,Special,1,2008 - 2008,5.1
11758,Yuri Seijin Naoko-san (2012),6917,OVA,1,Feb 2012 - Feb 2012,6.4
11759,Papa to Odorou,6511,TV,16,Jul 1999 - Jul 1999,6.48
11760,Overlord Movie 2: Shikkoku no Eiyuu,1233,Movie,1,Mar 2017 - Mar 2017,7.66
11761,Ginga Eiyuu Densetsu Gaiden,435,OVA,24,Feb 1998 - Sep 1998,8.12
11762,Kidou Senshi Gundam: Cucuruz Doan no Shima,2373,Movie,1,Jun 2022 - Jun 2022,7.33
11763,Mob Psycho 100: Tankoubon Hatsubai Kinen Anime,8516,Special,3,2013 - 2013,6.08
11764,"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",5655,OVA,1,Jul 2010 - Jul 2010,6.64
11765,Chou Akuukan Bouheki Cheese Napolitan,11702,ONA,1,Dec 2013 - Dec 2013,5.18
11766,Super Milk-chan,9552,TV,14,Jun 1998 - Sep 1998,5.85
11767,Okusama ga Seitokaichou! OVA: Okusama Gekijou,5567,Special,7,Jan 2016 - Jan 2016,6.66
11768,Shugo Chara!! Doki,2073,TV,51,Oct 2008 - Sep 2009,7.41
11769,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,384,Movie,1,Oct 2017 - Oct 2017,8.17
11770,Edens Zero (Recap Movie),6149,ONA,1,Apr 2023 - Apr 2023,6.54
11771,Bleach: Shuku! Rukia Dakkan! Kagayaku! Shinigami Juuban Shoubu! Mitai Shinigami Doon to Misemasu Special,7972,Special,1,Jan 2006 - Jan 2006,6.19
11772,Flying Witch Petit Special,9134,Special,1,Jun 2016 - Jun 2016,5.94
11773,Lupin III: Touhou Kenbunroku - Another Page,5027,Special,1,Nov 2012 - Nov 2012,6.77
11774,Xiao Kedou Zhao Mama,11245,Movie,1,1960 - 1960,5.37
11775,Hello Kitty no Minna no Mori wo Mamore!,9631,OVA,1,Jan 1996 - Jan 1996,5.83
11776,dMatsu-san,8831,ONA,12,Jan 2018 - Mar 2018,6.01
11777,Super Fishing Grander Musashi,4133,TV,25,Apr 1997 - Sep 1997,6.97
11778,Tezuka Osamu no Buddha: Owarinaki Tabi,4572,Movie,1,Feb 2014 - Feb 2014,6.87
11779,Onsen Yousei Hakone-chan,9593,TV,13,Oct 2015 - Dec 2015,5.84
11780,Honoo no Alpenrose: Judy & Randy,5404,TV,20,Apr 1985 - Oct 1985,6.69
11781,Hyakka Zukan,11854,Movie,1,1989 - 1989,5.1
11782,Mini Dragon,2301,ONA,13,Apr 2021 - Jun 2021,7.35
11783,Shouwa Genroku Rakugo Shinjuu,94,TV,13,Jan 2016 - Apr 2016,8.57
11784,Mushishi Zoku Shou,51,TV,10,Apr 2014 - Jun 2014,8.7
11785,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,2026,Special,1,Sep 2016 - Sep 2016,7.42
11786,Saint Seiya: Soul of Gold,3726,ONA,13,Apr 2015 - Sep 2015,7.06
11787,Dareka no Manazashi,2433,Movie,1,Feb 2013 - Feb 2013,7.32
11788,Kyoukaisenjou no Horizon Special,7319,Special,1,Dec 2018 - Dec 2018,6.32
11789,Nanocore,9338,ONA,10,Feb 2014 - Jul 2015,5.9
11790,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",1876,Movie,1,Mar 2008 - Mar 2008,7.45
11791,Chouon Senshi Borgman: Madnight☆Gigs!,9518,OVA,1,Feb 1989 - Feb 1989,5.85
11792,Utawarerumono: Futari no Hakuoro,1648,TV,28,Jul 2022 - Dec 2022,7.52
11793,Bouken Shounen Shadar,8975,TV,156,Sep 1967 - Mar 1968,5.98
11794,Poputepipikku,2661,TV,12,Jan 2018 - Mar 2018,7.28
11795,One Piece: Densetsu no Log! Akagami no Shanks!,4904,Special,1,Aug 2022 - Aug 2022,6.79
11796,Yao Shen Ji 5th Season,2466,ONA,104,Oct 2021 - Oct 2022,7.32
11797,VS Knight Lamune & 40 Fire,3080,TV,26,Apr 1996 - Sep 1996,7.19
11798,Kill Me Baby: Butsuzou Kegatte Nise Halloween,4170,OVA,1,Oct 2013 - Oct 2013,6.96
11799,Amagami SS+ Plus Picture Drama,6209,Special,2,Oct 2012 - Oct 2012,6.53
11800,Saiyuuki Gaiden,955,OVA,3,Mar 2011 - Nov 2011,7.78
11801,Kaze Tachinu,440,Movie,1,Jul 2013 - Jul 2013,8.11
11802,Jungle Book Shounen Mowgli,3976,TV,52,Oct 1989 - Oct 1990,7.01
11803,Macross Flash Back 2012,4623,OVA,1,Jun 1987 - Jun 1987,6.85
11804,Yamiyo no Jidaigeki,10883,Special,2,Feb 1995 - Feb 1995,5.48
11805,Transformers Zone,10252,OVA,1,Jul 1990 - Jul 1990,5.67
11806,Noragami Aragoto OVA,832,OVA,2,Nov 2015 - Mar 2016,7.85
11807,Ragnarök The Animation,6661,TV,26,Apr 2004 - Sep 2004,6.45
11808,Kubbe Gachapin Mukku,11794,ONA,1,Sep 2016 - Sep 2016,5.13
11809,Given: Uragawa no Sonzai,405,OVA,1,Dec 2021 - Dec 2021,8.15
11810,Uta no☆Prince-sama♪ Maji Love 1000%,3956,TV,13,Jul 2011 - Sep 2011,7.02
11811,Dokyuu Hentai HxEros: HxEros Report,9376,Special,1,Aug 2020 - Aug 2020,5.89
11812,Ragnastrike Angels,12642,TV,12,Apr 2016 - Jun 2016,4.29
11813,Mutsu Enmei Ryuu Gaiden: Shura no Toki,1567,TV,26,Apr 2004 - Sep 2004,7.55
11814,Idol Memories,11218,TV,12,Oct 2016 - Dec 2016,5.38
11815,Jantama Pong☆ Special,9459,Special,1,Oct 2022 - Oct 2022,5.87
11816,Devilman: Crybaby - Digest Eizou,8338,ONA,1,Mar 2018 - Mar 2018,6.11
11817,Kyoto Animation: Suiei-hen,4104,Special,1,Mar 2013 - Mar 2013,6.98
11818,112 Sabsections of Skyline,12034,ONA,1,Oct 2007 - Oct 2007,5
11819,Baby Steps 2nd Season,573,TV,25,Apr 2015 - Sep 2015,8.01
11820,Joshikousei Nobunaga-chan!!,10232,ONA,10,Aug 2010 - Feb 2012,5.67
11821,Genei Toushi Bastof Lemon,8570,TV,26,May 2001 - Nov 2001,6.07
11822,Sukui Agete Kurenai ka,12145,ONA,1,Jul 2014 - Jul 2014,4.91
11823,BanG Dream! 3rd Season,549,TV,13,Jan 2020 - Apr 2020,8.03
11824,Shingeki no Bahamut: Genesis - Short Story,3461,ONA,2,Dec 2016 - Feb 2017,7.12
11825,Nihon Chinbotsu 2020,6716,ONA,10,Jul 2020 - Jul 2020,6.44
11826,Katekyo Hitman Reborn!,429,TV,203,Oct 2006 - Sep 2010,8.13
11827,Kidou Keisatsu Patlabor: Reboot,6559,Movie,1,Oct 2016 - Oct 2016,6.47
11828,Robot Carnival,2838,OVA,1,Jul 1987 - Jul 1987,7.24
11829,Cipher,12570,OVA,1,Mar 1989 - Mar 1989,4.47
11830,Taiho Shichau zo (TV),1591,TV,47,Oct 1996 - Sep 1997,7.54
11831,Teekyuu 8 Specials,9234,Special,2,Feb 2017 - Feb 2017,5.92
11832,Detective Conan OVA 12: The Miracle of Excalibur,3971,OVA,1,May 2012 - May 2012,7.01
11833,Mura Matsuri,12193,Movie,1,Oct 1930 - Oct 1930,4.87
11834,Yuyushiki,2264,TV,12,Apr 2013 - Jun 2013,7.36
11835,Kidou Senkan Nadesico: The Prince of Darkness,5188,Movie,1,Aug 1998 - Aug 1998,6.73
11836,Queen's Blade: Utsukushiki Toushi-tachi,6242,OVA,6,Aug 2010 - Mar 2011,6.53
11837,Dragon Fist,12659,OVA,1,Mar 1991 - Mar 1991,4.22
11838,Coffee Break,12295,Movie,1,1977 - 1977,4.79
11839,Teinenpi Shoujo Heidi CMs,11930,Special,4,May 2009 - Jun 2010,5.06
11840,Utawarerumono: Itsuwari no Kamen Specials,6117,Special,8,Mar 2016 - Jun 2016,6.55
11841,Dragon Ball,645,TV,153,Feb 1986 - Apr 1989,7.96
11842,Rocket Girls,3725,TV,12,Feb 2007 - May 2007,7.06
11843,Kobayashi-san Chi no OO Dragon,2826,Special,7,Mar 2017 - Sep 2017,7.24
11844,Lupin III vs. Cat's Eye,6356,ONA,1,Jan 2023 - Jan 2023,6.51
11845,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,2425,Special,1,May 2006 - May 2006,7.32
11846,To Heart 2 AD Plus,5438,OVA,2,Apr 2009 - Oct 2009,6.68
11847,Blassreiter,4441,TV,24,Apr 2008 - Sep 2008,6.89
11848,Sankarea: Wagahai mo... Zombie de Aru...,2989,Special,1,Nov 2012 - Nov 2012,7.21
11849,Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,193,Movie,1,Oct 2012 - Oct 2012,8.37
11850,Celia-sensei no Wakuwaku Magical Kyoushitsu,8851,ONA,18,May 2021 - Sep 2021,6
11851,Kitsutsuki Tanteidokoro,8358,TV,12,Apr 2020 - Jun 2020,6.11
11852,Saiunkoku Monogatari,757,TV,39,Apr 2006 - Feb 2007,7.89
11853,Kore ga UFO da! Soratobu Enban,12404,Movie,1,Mar 1975 - Mar 1975,4.69
11854,Pepsi Nex x 009 Re:Cyborg,11581,Movie,3,2011 - 2013,5.24
11855,Digital Juice,11029,OVA,6,Jan 2002 - Jan 2002,5.44
11856,Uju Heukgisa,12640,Movie,1,Aug 1979 - Aug 1979,4.3
11857,Xian Feng Jianyu Lu,8162,ONA,70,Jul 2020 - Mar 2021,6.15
11858,Koi to Senkyo to Chocolate,4072,TV,12,Jul 2012 - Sep 2012,6.99
11859,Bikkuriman 2000,8846,TV,68,Nov 1999 - Feb 2001,6
11860,Love Get Chu,6506,TV,25,Apr 2006 - Sep 2006,6.48
11861,Saikyou Bushouden: Sangoku Engi,5640,TV,52,Apr 2010 - Mar 2011,6.65
11862,Tenchi Muyou! Manatsu no Eve,3534,Movie,1,Aug 1997 - Aug 1997,7.1
11863,Ie Naki Ko Remy,750,TV,23,Sep 1996 - Mar 1997,7.89
11864,Kidou Senshi Gundam-san,8068,TV,13,Jul 2014 - Sep 2014,6.17
11865,Kimetsu no Yaiba: Katanakaji no Sato-hen,190,TV,11,Apr 2023 - Jun 2023,8.37
11866,Kyoto Animation: Ikitaku Naru Omise-hen,7497,Special,1,Jul 2012 - Jul 2012,6.29
11867,Tibet Inu Monogatari,2995,Movie,1,Jun 2011 - Jun 2011,7.21
11868,Hana (2006),10647,Movie,1,2006 - 2006,5.56
11869,Seitokai Yakuindomo Movie 2,956,Movie,1,Jan 2021 - Jan 2021,7.78
11870,Ouritsu Uchuugun: Honneamise no Tsubasa,1777,Movie,1,Mar 1987 - Mar 1987,7.48
11871,Chouriki Robo Galatt,6631,TV,25,Oct 1984 - Apr 1985,6.45
11872,Mary to Majo no Hana,2754,Movie,1,Jul 2017 - Jul 2017,7.26
11873,Vampire Knight: Gekiai no Portrait,5064,Special,1,Nov 2008 - Nov 2008,6.76
11874,Pokemon XY&Z,1094,TV,47,Oct 2015 - Oct 2016,7.72
11875,Ansoku no Basho,10638,Movie,1,2010 - 2010,5.56
11876,Mai Zhu,11618,Movie,1,Aug 2012 - Aug 2012,5.22
11877,Pokemon: Pika Pika Hoshizora Camp,6440,Movie,1,Jul 2002 - Jul 2002,6.5
11878,Suzuka,3161,TV,26,Jul 2005 - Dec 2005,7.18
11879,Sengoku Kitan Youtouden,8939,OVA,3,May 1987 - Nov 1988,5.99
11880,Live On Cardliver Kakeru,7650,TV,51,Oct 2008 - Sep 2009,6.25
11881,Yao Shen Ji 2nd Season,2778,ONA,40,Jan 2018 - May 2018,7.26
11882,Kai Byoui Ramune,3340,TV,12,Jan 2021 - Mar 2021,7.15
11883,City Hunter,707,TV,51,Apr 1987 - Mar 1988,7.91
11884,Ajin,2089,TV,13,Jan 2016 - Apr 2016,7.4
11885,Paulette no Isu,4128,ONA,1,Mar 2014 - Mar 2014,6.97
11886,PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,6659,Movie,1,May 2018 - May 2018,6.45
11887,iDOLM@STER Xenoglossia Specials,9256,Special,9,Jul 2007 - Mar 2008,5.92
11888,Lupin the IIIrd: Jigen Daisuke no Bohyou,891,Movie,1,Jun 2014 - Jun 2014,7.81
11889,Arslan Senki,4515,OVA,6,Aug 1991 - Sep 1995,6.88
11890,Tetsujin 28-gou (1980),4854,TV,51,Oct 1980 - Sep 1981,6.8
11891,Shadowverse PVs,9780,ONA,?,Oct 2015 -,5.79
11892,MaxValu Kyushu,11180,Special,1,Nov 2008 - Nov 2008,5.39
11893,Hisone to Maso-tan Digest Douga,10352,ONA,4,May 2018 - Jul 2018,5.64
11894,Kekkaishi,1384,TV,52,Oct 2006 - Feb 2008,7.6
11895,Jankenman,7814,TV,51,Apr 1991 - Mar 1992,6.22
11896,Moero Arthur: Hakuba no Ouji,7436,TV,22,Apr 1980 - Sep 1980,6.3
11897,Nogizaka Haruka no Himitsu,3050,TV,12,Jul 2008 - Sep 2008,7.2
11898,Tantei Opera Milky Holmes,4317,TV,12,Oct 2010 - Dec 2010,6.92
11899,Playground,12254,Movie,1,2010 - 2010,4.82
11900,Zero no Tsukaima: Futatsuki no Kishi,2082,TV,12,Jul 2007 - Sep 2007,7.41
11901,Sanctuary,7185,OVA,1,May 1996 - May 1996,6.35
11902,Strike the Blood II,4114,OVA,8,Nov 2016 - May 2017,6.98
11903,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,9009,Special,1,Jun 2014 - Jun 2014,5.97
11904,Fantasista Stella,10091,OVA,3,Sep 2014 - Feb 2015,5.71
11905,With You: Mitsumeteitai,11655,OVA,2,Dec 2000 - May 2001,5.2
11906,Kamishibai Itazura Tanuki no Maki,11141,Movie,1,1933 - 1933,5.4
11907,Maria-sama ga Miteru 4th Specials,3426,Special,11,Mar 2009 - Aug 2009,7.13
11908,High School DxD Hero,2803,TV,12,Apr 2018 - Jul 2018,7.25
11909,Kuusou Kagaku Sekai Gulliver Boy,4416,TV,50,Jan 1995 - Dec 1995,6.9
11910,Hana no Ko Lunlun,4040,TV,50,Feb 1979 - Feb 1980,7
11911,Kaitei no Boukun,12624,Movie,1,1933 - 1933,4.36
11912,Hidamari Sketch: Sae Hiro Sotsugyou-hen,499,OVA,2,Nov 2013 - Nov 2013,8.07
11913,Ginga Tetsudou 999: Glass no Clair,6495,Movie,1,Mar 1980 - Mar 1980,6.48
11914,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",9079,Special,1,Dec 2008 - Dec 2008,5.95
11915,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,602,Special,1,Jan 2006 - Jan 2006,7.99
11916,Miyamoto Musashi: Souken ni Haseru Yume,7352,Movie,1,Jun 2009 - Jun 2009,6.31
11917,Luck & Logic,8596,TV,12,Jan 2016 - Mar 2016,6.06
11918,Mizu no Tane,10810,Movie,1,1975 - 1975,5.51
11919,Qui Shui Yi Yun,10293,ONA,12,Jul 2015 - Apr 2016,5.66
11920,Shounen Sunday CM: Ganba! Fly High,11769,Special,1,1996 - 1996,5.14
11921,"Wake Up, Girl Zoo!",8397,ONA,10,Oct 2014 - Feb 2015,6.1
11922,New Dream Hunter Rem: Yume no Kishi-tachi,6872,OVA,1,Dec 1990 - Dec 1990,6.41
11923,Sugar Sugar Rune,1783,TV,51,Jul 2005 - Jun 2006,7.48
11924,Socket,9153,Movie,1,2009 - 2009,5.94
11925,Mirai no Watashi,7763,ONA,2,Mar 2016 - Apr 2017,6.23
11926,Bio Hunter,9262,OVA,1,Dec 1995 - Dec 1995,5.91
11927,Hetalia World Series,1905,ONA,48,Mar 2010 - Mar 2011,7.45
11928,Baraou no Souretsu Recap,10339,Special,1,Apr 2022 - Apr 2022,5.64
